phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,80435,84965,"1",0,84965,0,"1","0","0","0","",
1,84966,85849,"2",1,85849,0,"0","0","0","0","",
2,85850,85849,"3",2,85850,0,"0","0","0","0","",
3,85850,92650,"4",3,92650,0,"2","0","0","0","",
4,103140,108017,"1",4,108017,0,"1","0","0","0","",
5,108018,109071,"2",5,109071,0,"0","0","0","0","",
6,109072,109343,"3",6,109343,0,"0","0","0","0","",
7,109344,111350,"4",7,111350,0,"1","0","0","0","",
8,121825,125425,"1",8,125425,0,"0","0","0","0","",
9,125426,126309,"2",9,126309,0,"0","0","0","0","",
10,126310,126309,"3",10,126310,0,"0","0","0","0","",
11,126310,129030,"4",11,129030,0,"0","0","0","0","",
12,137908,142323,"1",12,142323,0,"0","0","0","0","",
13,142324,143003,"2",13,143003,0,"0","0","0","0","",
14,143004,143003,"3",14,143004,0,"0","0","0","0","",
15,143004,145690,"4",15,145690,0,"1","0","0","0","",
16,154124,158337,"1",16,158337,0,"0","0","0","0","",
17,158338,159357,"2",17,159357,0,"0","0","0","0","",
18,159358,159799,"3",18,159799,0,"0","0","0","0","",
19,159800,161602,"4",19,161602,0,"0","0","0","0","",
20,173010,177649,"1",20,177649,0,"0","0","0","0","",
21,177650,178669,"2",21,178669,0,"0","0","0","0","",
22,178670,178669,"3",22,178670,0,"0","0","0","0","",
23,178670,180948,"4",23,180948,0,"0","0","0","0","",
24,190527,195397,"1",24,195397,0,"1","0","0","0","",
25,195398,196247,"2",25,196247,0,"0","0","0","0","",
26,196248,197199,"3",26,197199,0,"0","0","0","0","",
27,197200,198390,"4",27,200341,0,"2","0","0","0","",
28,209279,215117,"1",28,215117,0,"0","0","0","1","child grabs object",
29,215118,216137,"2",29,216137,0,"0","0","0","0","",
30,216138,216477,"3",30,216477,0,"0","0","0","0","",
31,216478,218892,"4",31,218892,0,"1","0","0","0","",
32,229466,233239,"1",32,233239,0,"0","0","0","0","",
33,233240,234191,"2",33,234191,0,"0","0","0","0","",
34,234192,234191,"3",34,234192,0,"0","0","0","0","",
35,234192,240686,"4",35,240686,0,"0","0","0","0","",
36,251955,256699,"1",36,256699,0,"1","0","0","1","child grabs object",
37,256700,257651,"2",37,257651,0,"0","0","0","1","child grabs object",
38,257652,258025,"3",38,258025,0,"0","0","0","0","",
39,258026,259896,"4",39,259896,0,"0","0","0","0","",
40,272409,276792,"1",40,276792,0,"0","0","0","0","",
41,276793,277472,"2",41,277472,0,"0","0","0","0","",
42,277473,277950,"3",42,277950,0,"0","0","0","0","",
43,277950,280296,"4",43,280296,0,"3","0","0","0","",
44,292529,296920,"1",44,296920,0,"0","0","0","1","child grabs object",
45,296921,298552,"2",45,298552,0,"0","0","0","1","child grabs object",
46,298553,298927,"3",46,298927,0,"0","0","0","0","",
47,298928,301002,"4",47,301935,0,"1","0","0","0","",
